name,energy,protein,lipid,carbohydrate,calcium,iron,vitaminE,vitaminB1,vitaminB2,vitaminC,cholesterol,solt
あさりつくだ煮,2.25,0.208,0.024,0.301,2.6,0.188,0.014,0.0002,0.0018,0,0.61,0.074
あさり水煮,1.14,0.203,0.022,0.019,1.1,0.378,0.027,0,0.0009,0,0.89,0.01
あわび,0.73,0.127,0.003,0.04,0.2,0.015,0.005,0.001,0.0009,0.01,0.97,0.008
干しあわび,2.73,0.38,0.016,0.238,0.39,0.02,0.012,0.0036,0.0011,0,3.9,0.074
エスカルゴ,0.82,0.165,0.01,0.008,4,0.039,0.006,0,0.0009,0,2.4,0.007
かき,0.6,0.066,0.014,0.047,0.88,0.019,0.012,0.0004,0.0014,0.03,0.51,0.013
蛎,0.6,0.066,0.014,0.047,0.88,0.019,0.012,0.0004,0.0014,0.03,0.51,0.013
さざえ,0.89,0.194,0.004,0.008,0.22,0.008,0.023,0.0004,0.0009,0.01,1.4,0.006
しじみ,0.51,0.056,0.01,0.043,1.3,0.053,0.016,0.0003,0.0025,0.01,0.78,0.002
たいらがい,1,0.218,0.002,0.015,0.16,0.006,0.008,0.0001,0.0009,0.02,0.23,0.007
たにし,0.8,0.13,0.011,0.036,13,0.194,0.005,0.0011,0.0032,0,0.72,0.001
つぶがい,0.86,0.178,0.002,0.023,0.6,0.013,0.018,0,0.0012,0,1.1,0.01
とこぶし,0.84,0.16,0.004,0.03,0.24,0.018,0.013,0.0015,0.0014,0.01,1.5,0.007
とりがい,0.86,0.129,0.003,0.069,0.19,0.029,0.012,0.0016,0.0006,0.01,0.22,0.003
ばいがい,0.87,0.163,0.006,0.031,0.44,0.007,0.022,0.0003,0.0014,0.02,1.1,0.006
ばかがい,0.61,0.109,0.005,0.024,0.42,0.011,0.008,0.0014,0.0006,0.01,1.2,0.008
はまぐり,0.38,0.061,0.005,0.018,1.3,0.021,0.005,0.0008,0.0016,0.01,0.25,0.02
はまぐりつくだ煮,2.19,0.27,0.028,0.214,1.2,0.072,0.019,0.0002,0.001,0,1,0.071
ほたてがい,0.72,0.135,0.009,0.015,0.22,0.022,0.009,0.0005,0.0029,0.03,0.33,0.008
貝柱,0.97,0.179,0.001,0.049,0.07,0.002,0.011,0,0.0007,0.02,0.33,0.003
ほっきがい,0.73,0.111,0.011,0.038,0.62,0.044,0.014,0.0001,0.0016,0.02,0.51,0.006
みるがい,0.82,0.183,0.004,0.003,0.55,0.033,0.006,0,0.0014,0.01,0.36,0.008
あまえび,0.87,0.198,0.003,0.001,0.5,0.001,0.034,0.0002,0.0003,0,1.3,0.008
いせえび,0.92,0.209,0.004,0,0.37,0.001,0.038,0.0001,0.0003,0.01,0.93,0.009
くるまえび,0.97,0.216,0.006,0,0.41,0.005,0.018,0.0011,0.0006,0,1.7,0.004
さくらえび,0.91,0.182,0.015,0,6.9,0.005,0.028,0.001,0.0008,0,2.3,0.021
大正えび,0.95,0.217,0.003,0.001,0.34,0.001,0.018,0.0003,0.0004,0.01,1.6,0.005
しばえび,0.83,0.187,0.004,0.001,0.56,0.01,0.017,0.0002,0.0006,0.02,1.7,0.006
ブラックタイガー,0.82,0.184,0.003,0.003,0.67,0.002,0.014,0.0007,0.0003,0,1.5,0.004
えび,0.83,0.187,0.004,0.001,0.56,0.01,0.017,0.0002,0.0006,0.02,1.7,0.006
むきえび,0.83,0.187,0.004,0.001,0.56,0.01,0.017,0.0002,0.0006,0.02,1.7,0.006
毛がに,0.83,0.184,0.005,0.002,0.66,0.006,0.037,0.0007,0.0023,0,0.53,0.006
ずわいがに,0.69,0.15,0.006,0.001,1.2,0.007,0.026,0.0021,0.0057,0,0.61,0.006
かに,0.69,0.15,0.006,0.001,1.2,0.007,0.026,0.0021,0.0057,0,0.61,0.006
ずわいがに缶,0.73,0.163,0.004,0.002,0.68,0.005,0.02,0,0.0003,0,0.7,0.017
たらばがに,0.8,0.175,0.005,0.003,0.48,0.002,0.03,0.0007,0.0006,0,0.53,0.008
たらばがに缶,0.9,0.206,0.003,0.001,0.52,0.002,0.029,0.0002,0.001,0,0.6,0.015
こういか,0.66,0.149,0.003,0.001,0.17,0.001,0.022,0.0003,0.0005,0.01,2.1,0.007
するめいか,0.88,0.181,0.012,0.002,0.14,0.001,0.021,0.0005,0.0004,0.01,2.7,0.008
ほたるいか,0.84,0.118,0.035,0.002,0.14,0.008,0.043,0.0019,0.0027,0.05,2.4,0.007
やりいか,0.85,0.176,0.01,0.004,0.1,0.001,0.014,0.0004,0.0003,0.02,3.2,0.004
するめ,3.34,0.692,0.043,0.004,0.43,0.008,0.044,0.001,0.001,0,9.8,0.023
さきいか,2.79,0.455,0.031,0.173,0.23,0.016,0.017,0.0006,0.0009,0,3.7,0.069
いかくん製,2.06,0.352,0.015,0.128,0.09,0.007,0.018,0.001,0.0015,0,2.8,0.061
いか塩辛,1.17,0.152,0.034,0.065,0.16,0.011,0.033,0,0.001,0,2.3,0.069
いいだこ,0.7,0.146,0.008,0.001,0.2,0.022,0.027,0.0001,0.0008,0.01,1.5,0.006
まだこ,0.76,0.164,0.007,0.001,0.16,0.006,0.019,0.0003,0.0009,0,1.5,0.007
ゆでだこ,0.99,0.217,0.007,0.001,0.19,0.002,0.019,0.0003,0.0005,0,1.5,0.006
あみつく,2.33,0.191,0.018,0.351,4.9,0.071,0.047,0.0013,0.0021,0,1.2,0.069
あみ塩辛,0.65,0.129,0.011,0.008,4.6,0.005,0.024,0.0007,0.0007,0,1.4,0.198
うに,1.2,0.16,0.048,0.033,0.12,0.009,0.036,0.001,0.0044,0.03,2.9,0.006
おきあみ,0.94,0.15,0.032,0.002,3.6,0.008,0.025,0.0015,0.0026,0.02,0.6,0.011
くらげ,0.22,0.052,0.001,0,0.02,0.003,0,0,0.0001,0,0.31,0.003
しゃこ,0.98,0.192,0.017,0.002,0.88,0.008,0.028,0.0026,0.0013,0,1.5,0.008
なまこ,0.23,0.046,0.003,0.005,0.72,0.001,0.004,0.0005,0.0002,0,0.01,0.017
このわた,0.64,0.114,0.018,0.005,0.41,0.04,0.004,0.002,0.005,0,0.03,0.046
ほや,0.3,0.05,0.008,0.008,0.32,0.057,0.012,0.0001,0.0013,0.03,0.33,0.033
ほや塩辛,0.72,0.116,0.011,0.038,0.14,0.03,0.013,0.0001,0.0018,0,0.34,0.036
かに風味かまぼこ,0.9,0.121,0.005,0.092,1.2,0.002,0.009,0.0001,0.0004,0.01,0.17,0.022
かまぼこ,0.95,0.12,0.009,0.097,0.25,0.003,0.002,0,0.0001,0,0.15,0.025
焼き竹輪,1.21,0.122,0.02,0.135,0.15,0.01,0.004,0.0005,0.0008,0,0.25,0.021
ちくわ,1.21,0.122,0.02,0.135,0.15,0.01,0.004,0.0005,0.0008,0,0.25,0.021
だて巻,1.96,0.146,0.075,0.176,0.25,0.005,0.018,0.0004,0.002,0,1.8,0.009
だてまき,1.96,0.146,0.075,0.176,0.25,0.005,0.018,0.0004,0.002,0,1.8,0.009
つみれ,1.13,0.12,0.043,0.065,0.6,0.01,0.002,0.0002,0.002,0,0.4,0.014
なると,0.8,0.076,0.004,0.116,0.15,0.005,0.001,0,0.0001,0,0.17,0.02
はんぺん,0.94,0.099,0.01,0.114,0.15,0.005,0.004,0,0.0001,0,0.15,0.015
さつま揚げ,1.39,0.125,0.037,0.139,0.6,0.008,0.005,0.0005,0.001,0,0.2,0.019
さつまあげ,1.39,0.125,0.037,0.139,0.6,0.008,0.005,0.0005,0.001,0,0.2,0.019
魚肉ハム,1.58,0.134,0.067,0.111,0.45,0.01,0.007,0.002,0.006,0,0.28,0.023
魚肉ソーセージ,1.61,0.115,0.072,0.126,1,0.01,0.002,0.002,0.006,0,0.3,0.021
ソーセージ,1.61,0.115,0.072,0.126,1,0.01,0.002,0.002,0.006,0,0.3,0.021
いのしし,2.68,0.188,0.198,0.005,0.04,0.025,0.005,0.0024,0.0029,0.01,0.86,0.001
いのぶた,3.04,0.181,0.241,0.003,0.04,0.008,0.004,0.0062,0.0016,0.01,0.66,0.001
うさぎ,1.46,0.205,0.063,0,0.05,0.013,0.005,0.001,0.0019,0.01,0.63,0.001
和牛肉,2.46,0.189,0.175,0.005,0.04,0.01,0.002,0.0009,0.002,0.01,0.73,0.001
牛かたロース,2.4,0.179,0.174,0.001,0.04,0.012,0.007,0.0007,0.002,0.01,0.69,0.001
牛リブロース,2.63,0.185,0.195,0.003,0.03,0.012,0.007,0.0007,0.0015,0.01,0.64,0.001
牛サーロイン,2.98,0.174,0.237,0.004,0.03,0.014,0.007,0.0005,0.0012,0.01,0.59,0.001
牛ばら,3.71,0.144,0.329,0.002,0.04,0.015,0.011,0.0005,0.0012,0.01,0.67,0.001
牛もも,1.82,0.212,0.096,0.005,0.04,0.01,0.005,0.0009,0.0021,0.01,0.67,0.001
牛肉,1.82,0.212,0.096,0.005,0.04,0.01,0.005,0.0009,0.0021,0.01,0.67,0.001
ぎゅうにく,1.82,0.212,0.096,0.005,0.04,0.01,0.005,0.0009,0.0021,0.01,0.67,0.001
牛ヒレ,1.33,0.205,0.048,0.003,0.04,0.028,0.007,0.001,0.0025,0.01,0.62,0.001
牛ひき肉,2.24,0.19,0.151,0.005,0.04,0.023,0.005,0.0008,0.002,0.01,0.67,0.001
牛レバー,1.32,0.196,0.037,0.037,0.05,0.04,0.003,0.0022,0.03,0.3,2.4,0.001
ローストビーフ,1.96,0.217,0.117,0.009,0.06,0.023,0.003,0.0008,0.0025,0,0.7,0.008
コンビーフ,2.03,0.198,0.13,0.017,0.15,0.035,0.008,0.0002,0.0014,0,0.68,0.018
ビーフジャーキー,3.15,0.548,0.078,0.064,0.13,0.064,0.022,0.0013,0.0045,0.01,1.5,0.048
馬肉,1.1,0.201,0.025,0.003,0.11,0.043,0.009,0.001,0.0024,0.01,0.65,0.001
くじら,1.06,0.241,0.004,0.002,0.03,0.025,0.006,0.0006,0.0023,0.01,0.38,0.002
しか肉,1.1,0.223,0.015,0.005,0.04,0.031,0.005,0.0021,0.0035,0.01,0.69,0.001
豚かたロース,2.56,0.177,0.193,0,0.04,0.007,0.003,0.007,0.0024,0.01,0.76,0.001
豚ロース,2.91,0.183,0.226,0.002,0.03,0.003,0.003,0.0077,0.0013,0.01,0.62,0.001
豚ばら,4.34,0.134,0.401,0,0.03,0.006,0.004,0.0045,0.0011,0.01,0.7,0.001
豚もも,2.25,0.195,0.151,0.002,0.04,0.005,0.003,0.009,0.0019,0.01,0.71,0.001
豚肉,2.25,0.195,0.151,0.002,0.04,0.005,0.003,0.009,0.0019,0.01,0.71,0.001
ぶたにく,2.25,0.195,0.151,0.002,0.04,0.005,0.003,0.009,0.0019,0.01,0.71,0.001
豚ひき肉,2.21,0.186,0.151,0,0.06,0.011,0.004,0.0062,0.0022,0.02,0.76,0.001
豚レバー,1.28,0.204,0.034,0.025,0.05,0.13,0.004,0.0034,0.036,0.2,2.5,0.001
豚足,2.3,0.201,0.168,0,0.12,0.014,0.004,0.0005,0.0012,0,1.1,0.003
ロースハム,1.96,0.165,0.139,0.013,0.1,0.005,0.003,0.006,0.0012,0.5,0.4,0.025
ハム,1.96,0.165,0.139,0.013,0.1,0.005,0.003,0.006,0.0012,0.5,0.4,0.025
生ハム,2.47,0.24,0.166,0.005,0.06,0.007,0.003,0.0092,0.0018,0.18,0.78,0.028
ベーコン,4.05,0.129,0.391,0.003,0.06,0.006,0.006,0.0047,0.0014,0.35,0.5,0.02
ウインナー,3.21,0.132,0.285,0.03,0.07,0.008,0.003,0.0026,0.0013,0.1,0.57,0.019
フランクフルト  ,2.98,0.127,0.247,0.062,0.12,0.009,0.004,0.0021,0.0013,0.1,0.59,0.019
焼き豚,1.72,0.194,0.082,0.051,0.09,0.007,0.003,0.0085,0.002,0.2,0.46,0.024
レバーペースト,3.78,0.129,0.347,0.036,0.27,0.077,0.004,0.0018,0.0145,0.03,1.3,0.022
ゼラチン,3.44,0.876,0.003,0,0.16,0.007,0,0,0,0,0.02,0.007
マトン,2.24,0.188,0.153,0.001,0.04,0.025,0.013,0.0014,0.0033,0.01,0.78,0.001
あいがも,3.33,0.142,0.29,0.001,0.05,0.019,0.002,0.0024,0.0035,0.01,0.86,0.002
あひる,4.5,0.122,0.423,0.001,0.15,0.018,0.002,0.0022,0.003,0.02,0.82,0.001
うずら,2.08,0.205,0.129,0.001,0.15,0.029,0.008,0.0012,0.005,0,1.2,0.001
かも,1.28,0.236,0.03,0.001,0.05,0.043,0,0.004,0.0069,0.01,0.86,0.002
きじ,1.08,0.23,0.011,0.001,0.08,0.01,0.003,0.0008,0.0024,0.01,0.73,0.001
しちめんちょう,1.06,0.235,0.007,0.001,0.08,0.011,0,0.0007,0.0024,0.02,0.62,0.001
すずめ,1.32,0.181,0.059,0.001,11,0.08,0.002,0.0028,0.008,0,2.3,0.002
手羽,2.11,0.175,0.146,0,0.1,0.005,0.003,0.0004,0.0011,0.02,1.2,0.002
とりむね肉,1.91,0.195,0.116,0,0.04,0.003,0.002,0.0007,0.0009,0.02,0.79,0.001
とりむね肉皮なし,1.08,0.223,0.015,0,0.04,0.002,0.002,0.0008,0.001,0.03,0.7,0.001
鶏もも,2,0.162,0.14,0,0.05,0.004,0.002,0.0007,0.0018,0.03,0.98,0.001
鶏肉,2,0.162,0.14,0,0.05,0.004,0.002,0.0007,0.0018,0.03,0.98,0.001
とりにく,2,0.162,0.14,0,0.05,0.004,0.002,0.0007,0.0018,0.03,0.98,0.001
鶏もも皮なし,1.16,0.188,0.039,0,0.05,0.007,0.002,0.0008,0.0022,0.04,0.92,0.002
とりにく皮なし,1.16,0.188,0.039,0,0.05,0.007,0.002,0.0008,0.0022,0.04,0.92,0.002
鶏肉皮なし,1.16,0.188,0.039,0,0.05,0.007,0.002,0.0008,0.0022,0.04,0.92,0.002
ささ身,1.05,0.23,0.008,0,0.03,0.002,0.002,0.0009,0.0011,0.02,0.67,0.001
ささみ,1.05,0.23,0.008,0,0.03,0.002,0.002,0.0009,0.0011,0.02,0.67,0.001
鶏ひき肉,1.66,0.209,0.083,0,0.11,0.012,0.002,0.001,0.0021,0,0.75,0.002
とりひきにく,1.66,0.209,0.083,0,0.11,0.012,0.002,0.001,0.0021,0,0.75,0.002
とりひき皮なし,1.16,0.188,0.039,0,0.05,0.007,0.002,0.0008,0.0022,0.04,0.92,0.002
鶏レバー,1.11,0.189,0.031,0.006,0.05,0.09,0.004,0.0038,0.018,0.2,3.7,0.002
焼き鳥缶,1.77,0.184,0.078,0.082,0.12,0.029,0.003,0.0001,0.0018,0,0.76,0.022
はと,1.41,0.218,0.051,0.003,0.03,0.044,0.003,0.0032,0.0189,0.03,1.6,0.002
フォアグラ,5.1,0.083,0.499,0.015,0.03,0.027,0.003,0.0027,0.0081,0.07,6.5,0.001
ほろほろちょう,1.05,0.225,0.01,0.002,0.06,0.011,0.001,0.0016,0.002,0.03,0.75,0.002
いなごつくだ煮,2.47,0.263,0.014,0.323,0.28,0.047,0.028,0.0006,0.01,0,0.77,0.048
かえる,0.99,0.223,0.004,0.003,0.09,0.004,0.001,0.0004,0.0013,0,0.43,0.001
すっぽん,1.97,0.164,0.134,0.005,0.18,0.009,0.01,0.0091,0.0041,0.01,0.95,0.002
うずら卵,1.82,0.11,0.141,0.006,0.47,0.028,0.016,0.0003,0.0033,0,4.9,0.005
うずらたまご,1.82,0.11,0.141,0.006,0.47,0.028,0.016,0.0003,0.0033,0,4.9,0.005
たまご,1.51,0.123,0.103,0.003,0.51,0.018,0.011,0.0006,0.0043,0,4.2,0.004
卵黄,3.87,0.165,0.335,0.001,1.5,0.06,0.036,0.0021,0.0052,0,14,0.001
卵白,0.47,0.105,0,0.004,0.06,0,0,0,0.0039,0,0.01,0.005
たまご豆腐,0.79,0.064,0.05,0.02,0.27,0.009,0.005,0.0003,0.002,0,2.2,0.009
厚焼きたまご,1.51,0.108,0.091,0.064,0.44,0.015,0.01,0.0005,0.0033,0,3.5,0.011
だし巻きたまご,1.28,0.112,0.09,0.005,0.46,0.016,0.01,0.0006,0.0034,0,3.7,0.012
ピータン,2.14,0.137,0.165,0,0.9,0.03,0.02,0,0.0027,0,6.8,0.02
牛乳,0.67,0.033,0.038,0.048,1.1,0,0.001,0.0004,0.0015,0.01,0.12,0.001
ぎゅうにゅう,0.67,0.033,0.038,0.048,1.1,0,0.001,0.0004,0.0015,0.01,0.12,0.001
低脂肪牛乳,0.46,0.038,0.01,0.055,1.3,0.001,0,0.0004,0.0018,0,0.06,0.002
コーヒー牛乳,0.56,0.022,0.02,0.072,0.8,0.001,0,0.0002,0.0009,0,0.08,0.001
いちご牛乳,0.46,0.012,0.002,0.099,0.4,0,0,0.0001,0.0006,0,0.02,0.001
フルーツ牛乳,0.46,0.012,0.002,0.099,0.4,0,0,0.0001,0.0006,0,0.02,0.001
脱脂粉乳,3.59,0.34,0.01,0.533,11,0.005,0,0.003,0.016,0.05,0.25,0.014
練乳,3.31,0.078,0.083,0.563,3,0.002,0.002,0.0008,0.004,0.02,0.19,0.004
クリーム,4.33,0.02,0.45,0.031,0.6,0.001,0.008,0.0002,0.0009,0,1.2,0.001
ホイップクリーム,4.12,0.038,0.362,0.177,0.4,0.001,0.003,0.0001,0.0006,0,0.53,0.003
コーヒークリーム,2.28,0.048,0.216,0.037,0.26,0.001,0.001,0.0001,0.0004,0,0.27,0.004
無糖ヨーグルト,0.62,0.036,0.03,0.049,1.2,0,0.001,0.0004,0.0014,0.01,0.12,0.001
ヨーグルト,0.67,0.043,0.002,0.119,1.2,0.001,0,0.0003,0.0015,0,0.04,0.002
ヨーグルトドリンク,0.65,0.029,0.005,0.122,1.1,0.001,0,0.0001,0.0012,0,0.03,0.001
乳酸菌飲料,0.71,0.011,0.001,0.164,0.43,0,0,0.0001,0.0005,0,0.01,0
ジョア,0.71,0.011,0.001,0.164,0.43,0,0,0.0001,0.0005,0,0.01,0
カマンベールチーズ,3.1,0.191,0.247,0.009,4.6,0.002,0.009,0.0003,0.0048,0,0.87,0.02
チーズ,3.1,0.191,0.247,0.009,4.6,0.002,0.009,0.0003,0.0048,0,0.87,0.02
クリームチーズ,3.46,0.082,0.33,0.023,0.7,0.001,0.012,0.0003,0.0022,0,0.99,0.007
パルメザンチーズ,4.75,0.44,0.308,0.019,13,0.004,0.008,0.0005,0.0068,0,0.96,0.038
粉チーズ,4.75,0.44,0.308,0.019,13,0.004,0.008,0.0005,0.0068,0,0.96,0.038
ブルーチーズ,3.49,0.188,0.29,0.01,5.9,0.003,0.006,0.0003,0.0042,0,0.9,0.038
ロセスチーズ,3.39,0.227,0.26,0.013,6.3,0.003,0.011,0.0003,0.0038,0,0.78,0.028
アイスクリーム,2.12,0.035,0.12,0.224,1.3,0.001,0.002,0.0006,0.0018,0,0.32,0.002
アイスミルク,1.67,0.034,0.064,0.239,1.1,0.001,0.001,0.0003,0.0014,0,0.18,0.002
ラクトアイス,2.24,0.031,0.136,0.222,0.95,0.001,0.006,0.0003,0.0015,0,0.21,0.002
ソフトクリーム,1.46,0.038,0.056,0.201,1.3,0.001,0.002,0.0005,0.0022,0,0.13,0.002
シャーベット,1.27,0.009,0.01,0.287,0.22,0.001,0,0.0004,0.0005,0,0.01,0
人乳,0.65,0.011,0.035,0.072,0.27,0,0.004,0.0001,0.0003,0.05,0.15,0
やぎ乳,0.63,0.031,0.036,0.045,1.2,0.001,0.001,0.0004,0.0014,0.01,0.13,0.001
オリーブ油,9.21,0,1,0,0,0,0.076,0,0,0,0,0
ごま油,9.21,0,1,0,0.01,0.001,0.048,0,0,0,0,0
サフラワー油,9.21,0,1,0,0,0,0.276,0,0,0,0,0
大豆油,9.21,0,1,0,0,0,0.195,0,0,0,0.01,0
調合油,9.21,0,1,0,0,0,0.19,0,0,0,0.02,0
油,9.21,0,1,0,0,0,0.19,0,0,0,0.02,0
とうもろこし油,9.21,0,1,0,0,0,0.243,0,0,0,0,0
なたね油,9.21,0,1,0,0,0,0.185,0,0,0,0.02,0
パーム油,9.21,0,1,0,0,0,0.089,0,0,0,0.01,0
ひまわり油,9.21,0,1,0,0,0,0.392,0,0,0,0,0
綿実油,9.21,0,1,0,0,0,0.311,0,0,0,0,0
落花生油,9.21,0,1,0,0,0,0.067,0,0,0,0,0
牛脂,9.4,0.002,0.998,0,0,0.001,0.006,0,0,0,1,0
ラード,9.41,0,1,0,0,0,0.003,0,0,0,1,0
バター,7.45,0.006,0.81,0.002,0.15,0.001,0.015,0.0001,0.0003,0,2.1,0.019
無塩バター,7.63,0.005,0.83,0.002,0.14,0.004,0.014,0,0.0003,0,2.2,0
発酵バター,7.52,0.006,0.8,0.044,0.12,0.004,0.013,0,0.0002,0,2.3,0.013
マーガリン,7.58,0.004,0.816,0.012,0.14,0,0.191,0.0001,0.0003,0,0.05,0.012
ショートニング,9.21,0,1,0,0,0,0.108,0,0,0,0.11,0
甘納豆,2.96,0.056,0.006,0.671,0.16,0.021,0.001,0.0001,0.0003,0,0,0.001
生八つ橋,2.79,0.043,0.005,0.643,0.11,0.009,0.001,0.0004,0.0002,0,0,0
今川焼,2.22,0.044,0.011,0.486,0.21,0.008,0.002,0.0004,0.0004,0,0.24,0.002
ういろう,1.83,0.011,0.002,0.441,0.02,0.002,0,0.0002,0,0,0,0
うぐいすもち,2.41,0.036,0.004,0.557,0.09,0.008,0.001,0.0002,0.0002,0,0,0.001
かしわもち,2.06,0.04,0.004,0.467,0.07,0.009,0.001,0.0003,0.0002,0,0,0.001
カステラ,3.19,0.062,0.046,0.632,0.29,0.009,0.007,0.0003,0.0042,0,1.6,0.001
かのこ,2.64,0.048,0.004,0.604,0.14,0.016,0.001,0.0001,0.0003,0,0,0.001
かるかん,2.3,0.021,0.003,0.547,0.03,0.003,0.001,0.0005,0.0001,0.01,0,0
きび団子,3.04,0.017,0.003,0.735,0.03,0.001,0,0.0002,0.0001,0,0,0
ぎゅうひ,2.57,0.013,0.002,0.625,0.01,0.002,0,0.0001,0,0,0,0
きんつば,2.64,0.053,0.007,0.592,0.18,0.01,0.002,0.0009,0.0004,0,0,0.002
草もち,2.29,0.042,0.004,0.521,0.11,0.01,0.002,0.0003,0.0002,0,0,0
くし団子あん,2.01,0.038,0.004,0.455,0.06,0.007,0.001,0.0004,0.0001,0,0,0.001
くし団子しょうゆ,1.97,0.031,0.004,0.452,0.04,0.004,0.001,0.0004,0.0002,0,0,0.006
げっぺい,3.57,0.051,0.087,0.646,0.32,0.01,0.008,0.0007,0.0003,0,0.01,0.001
桜もち関東風,2.38,0.045,0.004,0.542,0.12,0.01,0.001,0.0003,0.0002,0,0,0.001
桜もち関西風,2,0.034,0.002,0.461,0.07,0.007,0,0.0001,0.0001,0,0,0.001
大福もち,2.35,0.048,0.005,0.528,0.11,0.01,0.001,0.0003,0.0002,0,0,0.001
タルト,2.93,0.058,0.029,0.609,0.21,0.01,0.003,0.0004,0.0012,0,1.1,0.001
ちまき,1.53,0.013,0.002,0.364,0.01,0.002,0,0.0002,0,0,0,0
どら焼,2.84,0.062,0.026,0.589,0.22,0.009,0.004,0.0008,0.001,0,0.8,0.003
ねりきり,2.64,0.053,0.003,0.601,0.14,0.015,0.001,0.0001,0.0003,0,0,0
カステラまんじゅう,2.94,0.064,0.016,0.636,0.29,0.013,0.002,0.0004,0.0007,0,0.43,0.001
くずまんじゅう,2.2,0.031,0.002,0.514,0.09,0.009,0.001,0.0001,0.0002,0,0,0.001
くりまんじゅう,3.09,0.06,0.013,0.683,0.22,0.013,0.002,0.0004,0.0006,0,0.33,0.001
とうまんじゅう,2.96,0.062,0.02,0.634,0.2,0.013,0.003,0.0004,0.0009,0,0.68,0.001
蒸しまんじゅう,2.61,0.048,0.005,0.592,0.17,0.011,0.001,0.0003,0.0002,0,0,0.002
あんまん,2.81,0.059,0.058,0.512,0.53,0.011,0.002,0.0008,0.0004,0,0.03,0
肉まん,2.51,0.092,0.044,0.436,0.28,0.008,0.005,0.0021,0.0013,0.09,0.15,0.009
もなか,2.85,0.048,0.004,0.656,0.12,0.013,0.001,0.0002,0.0002,0,0,0
ゆべし,3.27,0.024,0.035,0.714,0.06,0.004,0.002,0.0003,0.0002,0,0,0.006
ようかん,2.96,0.036,0.002,0.7,0.15,0.011,0.001,0.0001,0.0002,0,0,0
水ようかん,1.71,0.026,0.001,0.4,0.1,0.008,0.001,0,0.0001,0,0,0.001
あめ玉,3.9,0,0,0.975,0.01,0,0,0,0,0,0,0
芋かりんとう,4.76,0.014,0.206,0.713,0.47,0.008,0.057,0.0013,0.0003,0.34,0,0
おこし,3.83,0.038,0.008,0.901,0.04,0.002,0.001,0.0002,0.0001,0,0,0.002
